,statistic,Location,Opp,mean,std,max,min,median,n_games,mean_all,std_all,max_all,min_all,median_all,n_games_all
263,AST,Away,DAL,6.733333333333333,2.4630604269214884,10.0,3.0,8.0,15,6.238693467336684,2.736231444964152,15.0,0.0,6.0,398
264,AST,Away,DEN,6.833333333333333,2.50293944839921,13.0,3.0,6.5,18,6.238693467336684,2.736231444964152,15.0,0.0,6.0,398
265,AST,Away,DET,6.875,2.7483761439387124,10.0,3.0,7.0,8,6.238693467336684,2.736231444964152,15.0,0.0,6.0,398
266,AST,Away,HOU,6.583333333333333,2.124733572385768,11.0,4.0,6.0,24,6.238693467336684,2.736231444964152,15.0,0.0,6.0,398
267,AST,Away,IND,5.714285714285714,2.3603873774083297,10.0,3.0,6.0,7,6.238693467336684,2.736231444964152,15.0,0.0,6.0,398
268,AST,Away,LAC,5.96,2.715388247255507,11.0,1.0,6.0,25,6.238693467336684,2.736231444964152,15.0,0.0,6.0,398
269,AST,Away,LAL,7.4,3.641035959331198,15.0,2.0,7.0,15,6.238693467336684,2.736231444964152,15.0,0.0,6.0,398
270,AST,Away,MEM,6.7894736842105265,2.8786367793805354,15.0,3.0,6.0,19,6.238693467336684,2.736231444964152,15.0,0.0,6.0,398
271,AST,Away,MIA,6.888888888888889,2.571208103423585,12.0,3.0,7.0,9,6.238693467336684,2.736231444964152,15.0,0.0,6.0,398
272,AST,Away,MIL,5.375,1.8468119248354136,8.0,2.0,5.5,8,6.238693467336684,2.736231444964152,15.0,0.0,6.0,398
273,AST,Away,MIN,6.733333333333333,2.9872745979922106,14.0,2.0,7.0,15,6.238693467336684,2.736231444964152,15.0,0.0,6.0,398
274,AST,Away,NJN,3.5,0.7071067811865476,4.0,3.0,3.5,2,6.238693467336684,2.736231444964152,15.0,0.0,6.0,398
275,AST,Away,NOH,5.6,1.6733200530681511,7.0,3.0,6.0,5,6.238693467336684,2.736231444964152,15.0,0.0,6.0,398
